Start Date,End Date,Campaign Name,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-Through Rate (CTR),Unique Click-Through Rate (uCTR),Amount Spent (USD),"Cost Per 1,000 Impressions (CPM) (USD)","Cost Per 1,000 People Reached (USD)",Cost Per Click (CPC) (USD),Actions,People Taking Action,Page Likes
7/13/2014,7/19/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2014,7/19/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CUSTOM AUDIENCE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPHONE - US FORMER SUBS 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPHONE - BROAD TARGETING 45+ - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CONNECTED TO PAGE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2014,7/12/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
